table,field,definition,data_type,unit,nullable,null_meaning,origin,source_field_or_derivation,valid_values,interpretation_warning
master_projects.csv,activity_count,Number of activities currently assigned to the master project.,text,,yes,Blank means unavailable or not yet reviewed; unknown is represented explicitly where required.,derived/source evidence,See GROUND_TRUTH_METHODOLOGY.md and scripts/ground_truth.py.,Protocol- or source-defined.,Do not interpret absence or unknown as no; this field is not proof beyond its cited evidence.
master_projects.csv,entity_resolution_status,Whether master-project grouping is provisional or reviewed.,text,,yes,Blank means unavailable or not yet reviewed; unknown is represented explicitly where required.,derived/source evidence,See GROUND_TRUTH_METHODOLOGY.md and scripts/ground_truth.py.,Protocol- or source-defined.,Do not interpret absence or unknown as no; this field is not proof beyond its cited evidence.
parcel_activity_links.csv,parcel_activity_link_id,Stable identifier for one proposed activity-to-parcel link.,text,,no,Never blank.,derived,SHA-1 of activity_id and folio.,pal- prefixed identifier.,The link is analytical and is not a legal parcel determination.
parcel_activity_links.csv,activity_id,Stable identifier for one normalized activity record; not a guaranteed master-project identifier.,text,,no,Never blank.,derived identifier,SHA-1-derived token from source family and native ID; invalid native IDs are isolated by source object.,tpa-*,Several activities may belong to one real development.
parcel_activity_links.csv,master_project_id,Stable provisional identifier for a real-world master-project entity.,text,,yes,Blank means unavailable or not yet reviewed; unknown is represented explicitly where required.,derived/source evidence,See GROUND_TRUTH_METHODOLOGY.md and scripts/ground_truth.py.,Protocol- or source-defined.,Do not interpret absence or unknown as no; this field is not proof beyond its cited evidence.
parcel_activity_links.csv,folio,Property folio identifier exposed by the matched City building-footprint layer.,text,,yes,Blank means unavailable.,City building layer,FOLIO.,Source-defined.,Not independently verified against the property appraiser parcel layer.
parcel_activity_links.csv,pin,Property identification number reported by the parcel source.,text,,yes,Blank means unavailable.,source,PIN.,Source-defined identifier.,Identifier formatting can change.
parcel_activity_links.csv,site_address_normalized,Parcel site address normalized for comparison.,text,,yes,Blank means the source address is unavailable.,derived,Uppercase alphanumeric address normalization.,Normalized address text.,Normalization does not establish a parcel match by itself.
parcel_activity_links.csv,link_method,High-level rule used to create the activity-to-parcel link.,categorical text,,no,Never blank.,derived,Folio carried by a proposed City building-footprint match.,building_footprint_folio,"This is an analytical link, not a legal parcel determination."
parcel_activity_links.csv,link_evidence,Semicolon-delimited building-match methods contributing the folio link.,text,,no,Never blank.,derived,Distinct parcel_building_matches.match_method values.,Source-defined methods separated by semicolons.,Methods remain subject to manual match validation.
parcel_activity_links.csv,link_confidence,Highest configured confidence among evidence contributing to the parcel link.,categorical text,,no,Never blank.,derived,high > medium > low across contributing building matches.,high; medium; low,A rule-based tier is not an empirical probability.
parcel_activity_links.csv,valid_from,Beginning of the known validity interval for the parcel link.,date,,yes,Blank means the historical validity start is unknown.,reserved,Not available from a single current snapshot.,ISO 8601 date.,Do not assume the link existed before observation.
parcel_activity_links.csv,valid_to,End of the known validity interval for the parcel link.,date,,yes,Blank means no historical end is known.,reserved,Not available from a single current snapshot.,ISO 8601 date.,Blank is not proof that the relationship is permanent.
parcel_activity_links.csv,review_status,Reviewer workflow state for the row.,categorical text,,yes,Blank means not started.,reviewer-entered,See MANUAL_VALIDATION_PROTOCOL.md.,in_progress; complete,Metrics require complete plus all evidence gates.
parcel_activity_links.csv,source_url,"Public record or project-detail URL supplied by the source, when available.",URL,,yes,Blank means no record-level URL was supplied.,source,Source URL field.,HTTP(S) URL.,A URL may later move or expire.
parcel_activity_links.csv,observed_at_utc,UTC time at which this source state was retrieved.,timestamp,UTC,no,Never blank.,source acquisition,Context snapshot completion time.,ISO 8601 UTC timestamp.,Observation time is not necessarily the underlying event time.
parcel_building_matches.csv,activity_id,Stable identifier for one normalized activity record; not a guaranteed master-project identifier.,text,,no,Never blank.,derived identifier,SHA-1-derived token from source family and native ID; invalid native IDs are isolated by source object.,tpa-*,Several activities may belong to one real development.
parcel_building_matches.csv,location_id,Stable key for one preserved source geometry.,text,,no,Never blank.,derived identifier,Hash of source-record key and source ordinal.,loc-*,An activity may have multiple locations.
parcel_building_matches.csv,building_object_id,ArcGIS OBJECTID of the matched City building-footprint feature.,integer,,yes,Blank is not used in the City-only release.,City building layer,OBJECTID.,Non-negative integer.,OBJECTID may change if the service is republished.
parcel_building_matches.csv,folio,Property folio identifier exposed by the matched City building-footprint layer.,text,,yes,Blank means unavailable.,City building layer,FOLIO.,Source-defined.,Not independently verified against the property appraiser parcel layer.
parcel_building_matches.csv,strap,STRAP parcel identifier exposed by the matched City building-footprint layer.,text,,yes,Blank means unavailable.,City building layer,STRAP.,Source-defined.,Not a legal parcel determination.
parcel_building_matches.csv,building_id,Building identifier exposed by the City building-footprint layer.,text,,yes,Blank means unavailable.,City building layer,BUILDINGID.,Source-defined.,Identifier stability is source-dependent.
parcel_building_matches.csv,building_address,Address exposed by the matched City building-footprint feature.,text,,yes,Blank means unavailable.,City building layer,FULLADDRESS.,Source-defined address.,Public but potentially sensitive.
parcel_building_matches.csv,year_built,Assessed year built exposed by the matched City building-footprint feature.,integer,year,yes,Blank means unavailable.,City building layer,YEAR_BUILT.,Four-digit year.,"Can reflect assessment lag, renovation, or an earlier structure."
parcel_building_matches.csv,gross_area_sqft,Gross building area exposed by the City building-footprint feature.,decimal,square feet,yes,Blank means unavailable.,City building layer,GROSS_AREA.,Non-negative number.,Definition may differ from permit square footage.
parcel_building_matches.csv,heated_area_sqft,Heated building area exposed by the City building-footprint feature.,decimal,square feet,yes,Blank means unavailable.,City building layer,HEAT_AREA.,Non-negative number.,"Assessment measure, not permit measure."
parcel_building_matches.csv,residential_units,Residential-unit count exposed by the City building-footprint feature.,decimal,units,yes,Blank means unavailable.,City building layer,RES_UNITS.,Non-negative number.,Not independently verified.
parcel_building_matches.csv,commercial_units,Commercial-unit count exposed by the City building-footprint feature.,decimal,units,yes,Blank means unavailable.,City building layer,COM_UNITS.,Non-negative number.,Not independently verified.
parcel_building_matches.csv,floor_count,Floor count exposed by the City building-footprint feature.,decimal,floors,yes,Blank means unavailable.,City building layer,FLOORCOUNT.,Non-negative number.,Not independently verified.
parcel_building_matches.csv,match_method,Rule that linked an activity location to a City building footprint.,categorical text,,no,Never blank.,derived,"Spatial containment, exact normalized address nearby, or nearest footprint threshold.",point_in_building_footprint; exact_address_nearby_footprint; nearest_footprint_within_35m,Methods await manual precision measurement.
parcel_building_matches.csv,match_confidence,Configured confidence tier for the building match method.,categorical text,,no,Never blank.,derived,High for containment/address; medium for nearest within 35 m.,high; medium,"This is heuristic confidence, not an empirical probability."
parcel_building_matches.csv,match_distance_m,Approximate distance between activity point and matched footprint reference point.,decimal,meters,no,Never blank; containment uses zero.,derived,"Haversine distance to footprint bounding-box center, except containment.",Non-negative number.,Distance to bounding-box center is not boundary distance.
parcel_building_matches.csv,building_source_endpoint,Official City building-footprint service used for the match.,URL,,no,Never blank.,source metadata,Configured building-layer endpoint.,HTTPS URL.,Service contents can change after retrieval.
parcel_context.csv,folio,Property folio identifier exposed by the matched City building-footprint layer.,text,,yes,Blank means unavailable.,City building layer,FOLIO.,Source-defined.,Not independently verified against the property appraiser parcel layer.
parcel_context.csv,pin,Property identification number reported by the parcel source.,text,,yes,Blank means unavailable.,source,PIN.,Source-defined identifier.,Identifier formatting can change.
parcel_context.csv,site_address,Parcel site address reported by the parcel source.,text,,yes,Blank means unavailable.,source,SITE_ADDR.,Source-defined address.,Public but potentially sensitive; aggregate person-focused analyses.
parcel_context.csv,site_address_normalized,Parcel site address normalized for comparison.,text,,yes,Blank means the source address is unavailable.,derived,Uppercase alphanumeric address normalization.,Normalized address text.,Normalization does not establish a parcel match by itself.
parcel_context.csv,site_city,Parcel site city reported by the source.,text,,yes,Blank means unavailable.,source,SITE_CITY.,Source-defined.,Not independently geocoded.
parcel_context.csv,site_zip,Parcel site ZIP code reported by the source.,text,,yes,Blank means unavailable.,source,SITE_ZIP.,Source-defined.,"Retained as a site attribute, not an owner mailing field."
parcel_context.csv,parcel_type,Parcel-description category reported by the source.,text,,yes,Blank means unavailable.,source,TYPE.,Source-defined.,Not a harmonized land-use classification.
parcel_context.csv,land_use_code,Department of Revenue land-use code reported by the source.,text,,yes,Blank means unavailable.,source,DOR_C.,Source-defined code.,Code meanings require the applicable source-year lookup.
parcel_context.csv,year_built,Actual year built reported by the parcel source.,integer,year,yes,Blank means unavailable.,source,ACT.,Four-digit year.,Assessment year does not prove a permit was completed.
parcel_context.csv,remodel_year,Effective/remodel year reported by the parcel source.,integer,year,yes,Blank means unavailable.,source,EFF.,Four-digit year.,"A remodel year is corroborating context, not proof of a specific activity."
parcel_context.csv,building_area_sqft,Living/heated building area reported by the parcel source.,decimal,square feet,yes,Blank means unavailable.,source,HEAT_AR.,Non-negative number.,Definition may differ from permit square footage.
parcel_context.csv,parcel_area_acres,Parcel area reported by the source.,decimal,acres,yes,Blank means unavailable.,source,ACREAGE.,Non-negative number.,Not a survey measurement.
parcel_context.csv,market_value_usd,Market/just value reported by the parcel source.,decimal,nominal USD,yes,Blank means unavailable.,source,JUST.,Non-negative amount.,Assessment value is not development investment or sale price.
parcel_context.csv,building_value_usd,Building value reported by the parcel source.,decimal,nominal USD,yes,Blank means unavailable.,source,BLDG.,Non-negative amount.,Assessment value is not construction cost.
parcel_context.csv,sale_date,Most recent sale date exposed by the parcel source.,date,,yes,Blank means unavailable.,source,S_DATE.,ISO 8601 date.,A sale does not establish construction.
parcel_context.csv,sale_amount_usd,Sale amount exposed by the parcel source.,decimal,nominal USD,yes,Blank means unavailable.,source,AMT.,Non-negative amount.,A sale amount is not construction investment.
parcel_context.csv,vacant_or_improved,Vacant/improved label reported by the parcel source.,text,,yes,Blank means unavailable.,source,VI.,Source-defined.,"This is assessment context, not field verification."
parcel_context.csv,stories,Building-story count reported by the parcel source.,integer,stories,yes,Blank means unavailable.,source,STORIES.,Non-negative integer.,Not independently verified.
parcel_context.csv,source_object_id,ArcGIS object identifier in the context source.,integer,,yes,Blank means unavailable.,source,OBJECTID.,Non-negative integer.,OBJECTID can change if the service is republished.
parcel_context.csv,source_url,"Public record or project-detail URL supplied by the source, when available.",URL,,yes,Blank means no record-level URL was supplied.,source,Source URL field.,HTTP(S) URL.,A URL may later move or expire.
parcel_context.csv,snapshot_date,UTC calendar date of the context-source snapshot.,date,,no,Never blank.,source acquisition,Date portion of observed_at_utc.,ISO 8601 date.,Does not date every underlying parcel attribute.
parcel_context.csv,observed_at_utc,UTC time at which this source state was retrieved.,timestamp,UTC,no,Never blank.,source acquisition,Context snapshot completion time.,ISO 8601 UTC timestamp.,Observation time is not necessarily the underlying event time.
parcel_context.csv,geometry_geojson,Complete source geometry serialized as compact GeoJSON.,JSON text,,yes,Blank means no geometry.,source,Unmodified source geometry after WGS84 output request.,Valid GeoJSON geometry object.,Map geometry is not a legal survey.
public_finance_events.csv,finance_event_id,Stable identifier for one reported public-finance observation.,text,,no,Never blank.,derived,"SHA-1 of context record, observation type, and reported value.",fin- prefixed identifier.,An observation is not necessarily a budget amendment or cash expenditure.
public_finance_events.csv,activity_id,Stable identifier for one normalized activity record; not a guaranteed master-project identifier.,text,,no,Never blank.,derived identifier,SHA-1-derived token from source family and native ID; invalid native IDs are isolated by source object.,tpa-*,Several activities may belong to one real development.
public_finance_events.csv,master_project_id,Stable provisional identifier for a real-world master-project entity.,text,,yes,Blank means unavailable or not yet reviewed; unknown is represented explicitly where required.,derived/source evidence,See GROUND_TRUTH_METHODOLOGY.md and scripts/ground_truth.py.,Protocol- or source-defined.,Do not interpret absence or unknown as no; this field is not proof beyond its cited evidence.
public_finance_events.csv,city_project_id,Project identifier reported by a City capital source.,text,,no,Never blank for capital context rows.,source,Budget Book projid or core capital source_record_id.,Source-defined identifier.,Formatting and identifier systems can vary across City capital services.
public_finance_events.csv,contract_number,Contract identifier reported by the capital source.,text,,yes,Blank means unavailable.,source,ContractNumber.,Source-defined.,One contract can relate to multiple projects and vice versa.
public_finance_events.csv,event_type,Normalized development-event category.,text,,yes,Blank means unavailable or not yet reviewed; unknown is represented explicitly where required.,derived/source evidence,See GROUND_TRUTH_METHODOLOGY.md and scripts/ground_truth.py.,actual_end_reported; actual_start_reported; application_denied; application_filed; application_withdrawn; capital_phase_reported; certificate_of_occupancy_issued; construction_completion_reported; construction_started_reported; final_inspection_passed; hearing_scheduled; inspection_failed; inspection_passed; permit_cancelled; permit_closed; permit_expired; permit_issued; permit_issued_reported; permit_revision_reported; planned_end_reported; planned_start_reported; project_closeout_reported; source_record_observed; temporary_co_issued,Do not interpret absence or unknown as no; this field is not proof beyond its cited evidence.
public_finance_events.csv,event_date,Date reported for the event.,text,,yes,Blank means unavailable or not yet reviewed; unknown is represented explicitly where required.,derived/source evidence,See GROUND_TRUTH_METHODOLOGY.md and scripts/ground_truth.py.,Protocol- or source-defined.,Do not interpret absence or unknown as no; this field is not proof beyond its cited evidence.
public_finance_events.csv,fiscal_year,Fiscal year reported by the source.,text,,yes,Blank means unavailable.,source,fiscalyr.,Source-defined year or label.,Do not infer an exact event date from a fiscal-year label.
public_finance_events.csv,amount_usd,Reported nominal-dollar amount; not a harmonized investment total.,text,,yes,Blank means unavailable or not yet reviewed; unknown is represented explicitly where required.,derived/source evidence,See GROUND_TRUTH_METHODOLOGY.md and scripts/ground_truth.py.,Protocol- or source-defined.,Do not interpret absence or unknown as no; this field is not proof beyond its cited evidence.
public_finance_events.csv,amount_direction,"Whether the finance observation represents an increase, decrease, or reported level.",categorical text,,no,Never blank.,derived,Source semantics for the event type.,reported_level; increase; decrease; not_applicable,"Budget Book snapshots currently provide levels, not amendment directions."
public_finance_events.csv,funding_source,Capital-project funding description reported by the source.,text,,yes,Blank means unavailable or not applicable.,source,fundsource.,Source-defined.,Categories are not standardized.
public_finance_events.csv,resolution_number,City resolution identifier supporting a finance action.,text,,yes,Blank means the current source is not a resolution record.,source,Reserved for budget-resolution ingestion.,Source-defined.,Do not infer a resolution from a Budget Book row.
public_finance_events.csv,source_document,Source document or page supporting the observation.,text,,yes,Blank means no record-specific document was supplied.,source,Budget Book project-document fields.,URL or stable reference.,A general service endpoint can be the only available citation.
public_finance_events.csv,source_url,"Public record or project-detail URL supplied by the source, when available.",URL,,yes,Blank means no record-level URL was supplied.,source,Source URL field.,HTTP(S) URL.,A URL may later move or expire.
public_finance_events.csv,observed_at_utc,UTC time at which this source state was retrieved.,timestamp,UTC,no,Never blank.,source acquisition,Context snapshot completion time.,ISO 8601 UTC timestamp.,Observation time is not necessarily the underlying event time.
public_finance_events.csv,source_record_last_edited_at_utc,Last-edited timestamp reported for the source record.,timestamp,UTC,yes,Blank means unavailable.,source,EditDate or equivalent.,ISO 8601 UTC timestamp.,Does not identify which field changed.
public_finance_events.csv,evidence_strength,Evidence category describing the source support for the event.,categorical text,,no,Never blank.,derived,Conservative source-evidence classification.,official_source_observation; official_reported_date; official_lifecycle_record,"Strength concerns provenance, not independent truth verification."
public_finance_events.csv,is_inferred,Whether the event meaning or timing was inferred rather than explicitly reported.,boolean text,,no,Never blank.,derived,yes when a normalized event is inferred from status text; otherwise no.,yes; no,An inferred event must not be treated as equivalent to a dated official event.
public_finance_events.csv,interpretation_warning,Row-specific warning limiting interpretation.,text,,no,Never blank for finance observations.,documentation,Fixed by event type.,Free text.,Read before aggregating amounts.
source_records.csv,source_record_key,Stable key for one source feature after privacy-field suppression.,text,,no,Never blank.,derived identifier,"Hash of source name, object/global IDs, and native record ID.",src-*,"Identifies a source feature, not a development."
source_records.csv,activity_id,Stable identifier for one normalized activity record; not a guaranteed master-project identifier.,text,,no,Never blank.,derived identifier,SHA-1-derived token from source family and native ID; invalid native IDs are isolated by source object.,tpa-*,Several activities may belong to one real development.
source_records.csv,source_name,Machine-readable name of the originating City GIS layer.,text,,no,Never blank.,source metadata,Assigned from the extraction configuration.,construction_inspections; development_coordination; single_family_permits; historic_preservation; capital_*,"Layer names describe source systems, not ground-truth stages."
source_records.csv,source_record_id,"Native public record or project identifier supplied by the source, when available.",text,,yes,Blank means the source supplied no usable native identifier.,source,Source-specific record ID field.,Source-defined.,May be reused or missing in source data.
source_records.csv,source_object_id,ArcGIS OBJECTID for the source feature at retrieval time.,integer,,yes,Blank if the source omitted OBJECTID.,source,OBJECTID.,Non-negative integer.,ArcGIS OBJECTIDs are not guaranteed stable across republishing.
source_records.csv,source_global_id,"ArcGIS GlobalID for the source feature, when supplied.",text,,yes,Blank if unavailable.,source,GlobalID.,UUID-like source value.,Source stability is not guaranteed by this dataset.
source_records.csv,source_endpoint,Official ArcGIS service endpoint used to retrieve the contributing record.,URL,,no,Never blank for extracted records.,source metadata,Extraction configuration.,HTTPS URL.,Endpoint contents can change after the snapshot date.
source_records.csv,retrieved_at_utc,UTC timestamp when the source snapshot was assembled.,datetime,UTC,no,Never blank.,derived metadata,Build timestamp.,ISO 8601 timestamp.,"This is retrieval time, not activity time."
source_records.csv,properties_json,Source attributes serialized as JSON after configured contact/editor fields are removed.,JSON text,,yes,Blank only if a feature had no attributes.,source snapshot,All allowed source properties serialized without geometry.,Valid JSON object.,May contain other public attributes; inspect before person-level publication.
source_universes.csv,universe_id,Stable identifier for one explicitly bounded published-source universe.,text,,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Source- or release-defined.,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,source_name,Machine-readable name of the originating City GIS layer.,text,,no,Never blank.,source metadata,Assigned from the extraction configuration.,construction_inspections; development_coordination; single_family_permits; historic_preservation; capital_*,"Layer names describe source systems, not ground-truth stages."
source_universes.csv,source_label,Human-readable name of the bounded City source layer.,text,,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Source- or release-defined.,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,source_endpoint,Official ArcGIS service endpoint used to retrieve the contributing record.,URL,,no,Never blank for extracted records.,source metadata,Extraction configuration.,HTTPS URL.,Endpoint contents can change after the snapshot date.
source_universes.csv,snapshot_file,Bundled raw GeoJSON snapshot used to construct the bounded census.,text,,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Source- or release-defined.,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,snapshot_retrieved_at_utc,UTC time at which the bounded source snapshot was assembled.,text,,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Source- or release-defined.,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,raw_feature_count,Number of features returned by the complete paginated layer query.,integer,features,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Non-negative integer.,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,included_record_count,Number of returned source features retained as census records.,integer,features,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Non-negative integer.,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,excluded_record_count,Returned source features not retained as census records.,integer,features,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Non-negative integer.,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,record_coverage_status,Whether every feature returned by the published layer query was retained.,categorical text,,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,complete; incomplete,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,attribute_coverage_status,Attribute-retention scope after configured privacy minimization.,categorical text,,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Source- or release-defined.,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,unit_of_observation,Definition of one row in the bounded source universe.,text,,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Source- or release-defined.,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,geographic_scope,Geographic boundary supplied or implied by the source publisher.,text,,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Source- or release-defined.,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,temporal_scope,Time boundary actually supported by the source snapshot.,text,,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Source- or release-defined.,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,census_claim,Exact completeness claim supported for the named source universe.,text,,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Source- or release-defined.,Completeness is limited to records returned by the named layer at retrieval.
source_universes.csv,exclusions_and_warnings,Known exclusions and interpretation warnings for the universe.,text,,no,Never blank.,derived census metadata,Direct count or description of the bundled paginated City ArcGIS snapshot.,Source- or release-defined.,Completeness is limited to records returned by the named layer at retrieval.
tampa_development_activity.csv,source_memberships,Semicolon-delimited source layers contributing to the normalized activity.,text,,no,Never blank.,derived,Distinct source names linked by activity_id.,Named source layers separated by semicolons.,Membership does not establish completeness.
tampa_development_activity.csv,source_record_id,"Native public record or project identifier supplied by the source, when available.",text,,yes,Blank means the source supplied no usable native identifier.,source,Source-specific record ID field.,Source-defined.,May be reused or missing in source data.
tampa_development_activity.csv,activity_stage,Normalized procedural stage inferred from official status text and source type.,categorical text,,no,Never blank.,derived,Status keyword rules in classify_stage().,preconstruction_or_unknown; planning_review; permit_or_funding_approved; construction_or_inspection; completed_or_closeout; inactive,A procedural stage does not prove physical completion.
tampa_development_activity.csv,status,Status text reported by the source at retrieval.,text,,yes,Blank means unavailable.,source,Source-specific status field.,Source-defined.,Status semantics differ across sources.
tampa_development_activity.csv,latitude,Latitude of the point feature or arithmetic centroid of the preserved source geometry.,decimal,degrees WGS84,yes,Blank means no geometry.,source/derived geometry,Point coordinate or average of geometry vertices.,Approximately 27.5 to 28.3.,Vertex-average centroids can fall outside complex line/polygon features.
tampa_development_activity.csv,longitude,Longitude of the point feature or arithmetic centroid of the preserved source geometry.,decimal,degrees WGS84,yes,Blank means no geometry.,source/derived geometry,Point coordinate or average of geometry vertices.,Approximately -83.0 to -82.0.,Vertex-average centroids can fall outside complex line/polygon features.
tampa_development_activity.csv,source_endpoint,Official ArcGIS service endpoint used to retrieve the contributing record.,URL,,no,Never blank for extracted records.,source metadata,Extraction configuration.,HTTPS URL.,Endpoint contents can change after the snapshot date.
tampa_development_activity.csv,retrieved_at_utc,UTC timestamp when the source snapshot was assembled.,datetime,UTC,no,Never blank.,derived metadata,Build timestamp.,ISO 8601 timestamp.,"This is retrieval time, not activity time."
tampa_development_activity.csv,project_name,Project or application name as reported by the source.,text,,yes,Blank means unavailable.,source,Source-specific project-name field.,Source-defined.,Names are not standardized across layers.
tampa_development_activity.csv,description,Free-text project description reported by the source.,text,,yes,Blank means unavailable.,source,Source-specific description field.,Source-defined.,May be incomplete or use administrative language.
tampa_development_activity.csv,activity_class,"Normalized broad category assigned from source layer, record type, description, and reported square footage.",categorical text,,no,Never blank.,derived,Rules in scripts/build_tampa_development.py.,building_construction; demolition; other_permitted_work; planning_application; historic_preservation_application; public_capital:*; single_family_new_construction_or_addition,Classification has not yet been manually accuracy-tested.
tampa_development_activity.csv,record_type,"Permit, application, capital-project, or preservation record type reported by the source.",text,,yes,Blank means unavailable.,source,Source-specific record-type field.,Source-defined.,Not harmonized across source systems.
tampa_development_activity.csv,address,Site address reported by the source.,text,,yes,Blank means unavailable.,source,ADDRESS or FULLADDRESS.,Source-defined street address.,Public but potentially sensitive; aggregate person-focused analyses.
tampa_development_activity.csv,unit,Unit or suite reported by the source.,text,,yes,Blank means unavailable or not applicable.,source,UNIT.,Source-defined.,Can increase re-identification risk.
tampa_development_activity.csv,zip,ZIP code reported by the source.,text,,yes,Blank means unavailable.,source,ZIP.,Five-digit or source-defined text.,Not independently geocoded or verified.
tampa_development_activity.csv,neighborhood,City neighborhood label reported by the source.,text,,yes,Blank means unavailable.,source,NEIGHBORHOOD/Neighborhood.,City-defined label.,Not spatially recomputed against a boundary vintage.
tampa_development_activity.csv,cra,Community Redevelopment Area label reported by the source.,text,,yes,Blank means outside a reported CRA or unavailable; these are not distinguishable.,source,CRA.,City-defined label.,Blank must not automatically be interpreted as outside all CRAs.
tampa_development_activity.csv,council_district,City Council district reported by the source.,text,,yes,Blank means unavailable.,source,COUNCIL/COUNCILDISTRICT.,Source-defined district.,District boundaries and assignments can change.
tampa_development_activity.csv,status_date,Date associated with the reported status or last status update.,date,,yes,Blank means unavailable.,source/cleaned,Source status-date field.,ISO 8601 date.,Not a completion date unless explicitly supported by status.
tampa_development_activity.csv,planned_start_date,Planned capital-project start date reported by the source.,date,,yes,Blank means unavailable or not applicable.,source/cleaned,planstart.,ISO 8601 date.,Planned dates may change and do not show actual starts.
tampa_development_activity.csv,planned_end_date,Planned capital-project end date reported by the source.,date,,yes,Blank means unavailable or not applicable.,source/cleaned,planend.,ISO 8601 date.,Planned dates may change and do not show completion.
tampa_development_activity.csv,last_updated,Latest update date exposed by the contributing source record.,date,,yes,Blank means unavailable.,source/cleaned,Source last-update field.,ISO 8601 date.,Does not identify which attribute changed.
tampa_development_activity.csv,new_construction_sqft,New-construction square footage reported in the permit source.,decimal,square feet,yes,"Blank means unavailable, not zero.",source,NEWCONSTRUCTIONSF.,Non-negative number.,Not independently verified; may not cover additions or all sources consistently.
tampa_development_activity.csv,housing_units,Reported or assigned housing-unit count.,decimal,dwelling units,yes,"Blank means unavailable, not zero.",source/derived,NBROFUNITS; single-family layer assigns one unit.,Non-negative number.,"Single-family assignment is a rule, and values are not completion counts."
tampa_development_activity.csv,estimated_cost_usd,Estimated project cost reported for City capital projects.,decimal,nominal USD,yes,"Blank means unavailable, not zero.",source,estcost.,Non-negative amount.,Not available for most private permits and not comparable to realized expenditure.
tampa_development_activity.csv,actual_cost_usd,Actual project cost value reported by the City capital-project viewer.,decimal,nominal USD,yes,Blank means unavailable; source zeros may also mean unavailable.,source,actcost.,Non-negative amount.,Only a small number of rows are nonzero; do not sum as total local investment.
tampa_development_activity.csv,funding_source,Capital-project funding description reported by the source.,text,,yes,Blank means unavailable or not applicable.,source,fundsource.,Source-defined.,Categories are not standardized.
tampa_development_activity.csv,is_public,Indicator that the activity is a City capital project.,boolean/integer,,yes,"Blank means not classified by this field, not necessarily private.",derived,1 for capital-project source rows.,1 or blank.,Blank must not be interpreted as privately financed.
tampa_development_activity.csv,physical_development_candidate,Rule-based flag for activities potentially involving physical construction or demolition.,boolean/integer,,no,Never blank.,derived,Activity-class and stage rules.,0; 1,Candidate status is not proof that work occurred.
tampa_development_activity.csv,source_url,"Public record or project-detail URL supplied by the source, when available.",URL,,yes,Blank means no record-level URL was supplied.,source,Source URL field.,HTTP(S) URL.,A URL may later move or expire.
tampa_development_activity.csv,activity_id,Stable identifier for one normalized activity record; not a guaranteed master-project identifier.,text,,no,Never blank.,derived identifier,SHA-1-derived token from source family and native ID; invalid native IDs are isolated by source object.,tpa-*,Several activities may belong to one real development.
tampa_development_activity.csv,record_created_date,"Date the source record was created, where available.",date,,yes,Blank means unavailable or an invalid sentinel date was removed.,source/cleaned,Source creation date restricted to plausible years.,ISO 8601 date.,Not necessarily the application or construction date.
tampa_development_activity.csv,application_or_opened_date,Application/opened date only where the source field supports that interpretation.,date,,yes,Blank means unavailable or unsupported for that source.,source/cleaned,Source opened/application date restricted to plausible years.,ISO 8601 date.,Meanings still differ across source systems.
tampa_development_activity.csv,raw_component_rows,Count of source features consolidated into this normalized activity.,integer,source records,no,Never blank.,derived,Count of linked source records sharing activity_id.,Positive integer.,A count greater than one does not prove duplicate source records.
tampa_development_activity.csv,location_count,Count of distinct nonblank source geometries linked to the activity.,integer,geometries,yes,Zero means no nonblank preserved geometry.,derived,Count of distinct geometry_geojson values by activity_id.,Non-negative integer.,Repeated identical geometries count once.
